,data,horário,camp.,rodada,dia,local,resultado,gp,gc,oponente,xg,xga,posse,público,capitão,formação,árbitro,relatório da partida,tc,cag,dist,fk,pb,pt,temporada,time
18,2020-10-18,16:00,Série A,Rodada da semana 17,dom,Em casa,D,1,5,Flamengo,1.0,2.4,39.0,,Cássio,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,19,7,197.0,1.0,0,0,2020,Corinthians
19,2020-10-21,21:30,Série A,Rodada da semana 18,qua,Visitante,V,2,1,Vasco da Gama,2.1,2.0,37.0,,Cássio,4-1-4-1,Caio Max Augusto Vieira,Relatório da Partida,12,4,120.0,0.0,0,0,2020,Corinthians
20,2020-10-31,19:00,Série A,Rodada da semana 19,sáb,Em casa,V,1,0,Internacional,0.8,0.4,36.0,,Cássio,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,8,3,283.0,1.0,0,0,2020,Corinthians
21,2020-11-07,21:00,Série A,Rodada da semana 20,sáb,Visitante,E,1,1,Atl Goianiense,1.5,1.1,54.0,,Cássio,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,5,1,202.0,1.0,1,1,2020,Corinthians
22,2020-11-14,19:00,Série A,Rodada da semana 21,sáb,Em casa,D,1,2,Atlético Mineiro,1.3,2.2,35.0,,Cássio,4-4-2,Rodrigo D'Alonso Ferreira,Relatório da Partida,8,1,191.0,0.0,0,0,2020,Corinthians
23,2020-11-22,20:30,Série A,Rodada da semana 22,dom,Em casa,E,0,0,Grêmio,0.3,1.3,32.0,,Cássio,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,7,1,189.0,0.0,0,0,2020,Corinthians
24,2020-11-25,21:30,Série A,Rodada da semana 23,qua,Visitante,V,1,0,Coritiba,1.8,0.8,47.0,,Cássio,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,10,1,205.0,1.0,1,1,2020,Corinthians
25,2020-12-02,21:30,Série A,Rodada da semana 24,qua,Visitante,E,0,0,Fortaleza,0.7,0.7,55.0,,Cássio,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,9,4,267.0,1.0,0,0,2020,Corinthians
26,2020-12-13,18:15,Série A,Rodada da semana 25,dom,Em casa,V,1,0,São Paulo,1.2,0.8,38.0,,Cássio,4-2-3-1,Raphael Claus,Relatório da Partida,14,5,195.0,1.0,0,0,2020,Corinthians
27,2020-12-21,20:00,Série A,Rodada da semana 26,seg,Em casa,V,2,1,Goiás,2.1,1.9,63.0,,Cássio,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,19,6,175.0,0.0,0,0,2020,Corinthians
28,2020-12-27,16:00,Série A,Rodada da semana 27,dom,Visitante,V,2,0,Botafogo (RJ),1.1,0.6,53.0,,Gil,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,13,6,201.0,1.0,0,0,2020,Corinthians
29,2021-01-13,21:30,Série A,Rodada da semana 29,qua,Em casa,V,5,0,Fluminense,2.0,0.7,56.0,,Cássio,4-2-3-1,Rafael Traci,Relatório da Partida,19,8,186.0,0.0,0,0,2020,Corinthians
30,2021-01-18,19:00,Série A,Rodada da semana 28,seg,Visitante,D,0,4,Palmeiras,0.4,2.4,45.0,,Cássio,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,10,4,172.0,0.0,0,0,2020,Corinthians
31,2021-01-21,21:00,Série A,Rodada da semana 31,qui,Em casa,V,3,0,Sport Recife,1.9,0.4,61.0,,Cássio,4-2-3-1,Anderson Daronco,Relatório da Partida,20,12,190.0,1.0,0,0,2020,Corinthians
32,2021-01-25,20:00,Série A,Rodada da semana 32,seg,Em casa,D,0,2,Bragantino,0.5,1.6,60.0,,Cássio,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,13,5,227.0,0.0,0,0,2020,Corinthians
33,2021-01-28,19:00,Série A,Rodada da semana 30,qui,Visitante,D,1,2,Bahia,1.4,1.7,59.0,,Cássio,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,15,5,159.0,0.0,0,0,2020,Corinthians
34,2021-02-03,21:30,Série A,Rodada da semana 34,qua,Em casa,V,2,1,Ceará,2.0,0.8,36.0,,Cássio,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,17,6,250.0,3.0,1,1,2020,Corinthians
35,2021-02-10,21:30,Série A,Rodada da semana 35,qua,Em casa,E,3,3,Ath Paranaense,2.5,1.6,45.0,,Cássio,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,17,8,171.0,0.0,0,0,2020,Corinthians
36,2021-02-14,16:00,Série A,Rodada da semana 36,dom,Visitante,D,1,2,Flamengo,0.8,2.0,34.0,,Cássio,4-2-3-1,Rafael Traci,Relatório da Partida,11,3,220.0,0.0,0,0,2020,Corinthians
37,2021-02-17,19:00,Série A,Rodada da semana 33,qua,Visitante,D,0,1,Santos,0.4,2.2,54.0,,Cássio,4-2-3-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,11,4,251.0,1.0,0,0,2020,Corinthians
38,2021-02-21,16:00,Série A,Rodada da semana 37,dom,Em casa,E,0,0,Vasco da Gama,0.8,0.3,66.0,,Cássio,4-2-3-1,Anderson Daronco,Relatório da Partida,14,4,181.0,0.0,0,0,2020,Corinthians
39,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Visitante,E,0,0,Internacional,0.3,1.9,46.0,,Cássio,4-2-3-1,Wilton Sampaio,Relatório da Partida,6,1,270.0,0.0,0,0,2020,Corinthians
0,2020-08-12,20:30,Série A,Rodada da semana 2,qua,Em casa,V,3,0,Flamengo,1.8,1.0,35.0,,Gilvan,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,13,7,189.0,0.0,0,0,2020,Atletico Goianiense
1,2020-08-16,19:00,Série A,Rodada da semana 3,dom,Em casa,E,1,1,Sport Recife,1.1,1.5,32.0,,Gilvan,4-2-3-1,Grazianni Maciel Rocha,Relatório da Partida,11,4,239.0,3.0,0,0,2020,Atletico Goianiense
2,2020-08-19,20:30,Série A,Rodada da semana 4,qua,Visitante,D,0,3,Internacional,0.4,1.4,43.0,,Gilvan,4-3-3,Wagner Reway,Relatório da Partida,7,1,260.0,0.0,0,0,2020,Atletico Goianiense
3,2020-08-22,21:00,Série A,Rodada da semana 5,sáb,Visitante,D,0,2,Goiás,0.9,0.6,66.0,,Gilvan,4-2-3-1,Wilton Sampaio,Relatório da Partida,16,4,219.0,0.0,0,0,2020,Atletico Goianiense
4,2020-08-30,18:00,Série A,Rodada da semana 6,dom,Em casa,D,0,2,Ceará,1.0,1.1,54.0,,Edson,4-2-3-1,Igor Junior Benevenuto,Relatório da Partida,14,4,226.0,2.0,0,0,2020,Atletico Goianiense
5,2020-09-02,19:30,Série A,Rodada da semana 7,qua,Visitante,E,1,1,Fluminense,1.0,1.2,57.0,,Edson,4-2-3-1,Marielson Alves Silva,Relatório da Partida,15,3,214.0,1.0,0,0,2020,Atletico Goianiense
6,2020-09-06,19:00,Série A,Rodada da semana 8,dom,Em casa,E,1,1,Grêmio,1.3,0.6,49.0,,Edson,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,8,2,205.0,1.0,0,0,2020,Atletico Goianiense
7,2020-09-10,21:00,Série A,Rodada da semana 9,qui,Visitante,V,2,1,Vasco da Gama,1.8,1.4,46.0,,Jean,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,13,7,187.0,1.0,0,0,2020,Atletico Goianiense
8,2020-09-13,18:00,Série A,Rodada da semana 10,dom,Visitante,V,1,0,Bahia,0.9,0.4,47.0,,Jean,4-2-3-1,Vinicius Gomes do Amaral,Relatório da Partida,12,3,223.0,2.0,0,0,2020,Atletico Goianiense
9,2020-09-19,21:00,Série A,Rodada da semana 11,sáb,Em casa,D,3,4,Atlético Mineiro,1.4,3.1,44.0,,Eder,4-2-3-1,Edina Alves Batista,Relatório da Partida,15,9,203.0,0.0,0,0,2020,Atletico Goianiense
10,2020-09-27,18:15,Série A,Rodada da semana 12,dom,Em casa,E,1,1,Botafogo (RJ),1.6,1.7,53.0,,Marlon Freitas,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,10,2,153.0,0.0,0,0,2020,Atletico Goianiense
11,2020-09-30,21:30,Série A,Rodada da semana 1,qua,Visitante,E,0,0,Corinthians,1.6,0.9,46.0,,Eder,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,18,5,216.0,3.0,0,0,2020,Atletico Goianiense
12,2020-10-04,18:15,Série A,Rodada da semana 13,dom,Visitante,E,0,0,Fortaleza,0.3,1.2,41.0,,Nicolas,4-2-3-1,Jose Mendonca da Silva Junior,Relatório da Partida,7,2,201.0,0.0,0,0,2020,Atletico Goianiense
13,2020-10-07,20:30,Série A,Rodada da semana 14,qua,Visitante,D,0,3,São Paulo,0.9,3.7,49.0,,Gilvan,4-2-3-1,Dyorgines José Padovani Andrade,Relatório da Partida,15,5,214.0,0.0,0,0,2020,Atletico Goianiense
14,2020-10-11,18:15,Série A,Rodada da semana 15,dom,Em casa,V,2,1,Bragantino,2.1,1.6,52.0,,Jean,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,24,8,203.0,0.0,0,0,2020,Atletico Goianiense
15,2020-10-14,20:30,Série A,Rodada da semana 16,qua,Visitante,V,1,0,Santos,1.1,1.0,42.0,,Marlon Freitas,4-2-3-1,Igor Junior Benevenuto,Relatório da Partida,8,1,193.0,1.0,0,0,2020,Atletico Goianiense
16,2020-10-17,19:00,Série A,Rodada da semana 17,sáb,Em casa,E,1,1,Ath Paranaense,1.0,2.2,36.0,,Eder,4-2-3-1,Pablo Ramón Goncalves Pinheiro,Relatório da Partida,11,1,175.0,0.0,0,0,2020,Atletico Goianiense
17,2020-10-25,16:00,Série A,Rodada da semana 18,dom,Em casa,D,0,3,Palmeiras,0.9,1.9,57.0,,Jean,4-2-3-1,Savio Pereira,Relatório da Partida,21,5,208.0,2.0,0,0,2020,Atletico Goianiense
18,2020-10-31,19:00,Série A,Rodada da semana 19,sáb,Visitante,D,0,1,Coritiba,0.9,0.3,69.0,,Marlon Freitas,4-2-3-1,Daniel Nobre Bins,Relatório da Partida,14,5,222.0,2.0,0,0,2020,Atletico Goianiense
19,2020-11-07,21:00,Série A,Rodada da semana 20,sáb,Em casa,E,1,1,Corinthians,1.1,1.5,46.0,,Gilvan,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,16,5,199.0,1.0,0,0,2020,Atletico Goianiense
20,2020-11-14,21:30,Série A,Rodada da semana 21,sáb,Visitante,E,1,1,Flamengo,0.4,1.9,35.0,,Gilvan,4-2-3-1,Rafael Traci,Relatório da Partida,10,5,221.0,0.0,0,0,2020,Atletico Goianiense
21,2020-11-23,20:00,Série A,Rodada da semana 22,seg,Visitante,V,1,0,Sport Recife,1.6,0.6,38.0,,Gilvan,4-2-3-1,Edina Alves Batista,Relatório da Partida,12,4,157.0,2.0,0,0,2020,Atletico Goianiense
22,2020-11-28,21:00,Série A,Rodada da semana 23,sáb,Em casa,E,0,0,Internacional,0.4,1.4,43.0,,Gilvan,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,9,0,259.0,2.0,0,0,2020,Atletico Goianiense
23,2020-12-07,20:00,Série A,Rodada da semana 24,seg,Em casa,D,0,1,Goiás,0.6,1.1,67.0,,Eder,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,12,3,215.0,1.0,0,0,2020,Atletico Goianiense
24,2020-12-12,21:00,Série A,Rodada da semana 25,sáb,Visitante,V,2,1,Ceará,1.8,0.8,60.0,,Marlon Freitas,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,11,5,207.0,0.0,1,1,2020,Atletico Goianiense
25,2020-12-16,21:30,Série A,Rodada da semana 26,qua,Em casa,V,2,1,Fluminense,2.1,0.5,41.0,,Marlon Freitas,4-2-3-1,Rodrigo D'Alonso Ferreira,Relatório da Partida,10,4,223.0,0.0,1,1,2020,Atletico Goianiense
26,2020-12-27,20:30,Série A,Rodada da semana 27,dom,Visitante,D,1,2,Grêmio,0.9,0.7,55.0,,Marlon Freitas,4-4-2,Felipe Fernandes de Lima,Relatório da Partida,9,2,202.0,0.0,0,0,2020,Atletico Goianiense
27,2021-01-07,21:00,Série A,Rodada da semana 28,qui,Em casa,E,0,0,Vasco da Gama,1.1,0.9,44.0,,Marlon Freitas,4-2-3-1,Savio Pereira,Relatório da Partida,8,2,149.0,0.0,0,0,2020,Atletico Goianiense
28,2021-01-10,18:15,Série A,Rodada da semana 29,dom,Em casa,E,1,1,Bahia,0.9,1.7,43.0,,Eder,4-2-3-1,Anderson Daronco,Relatório da Partida,13,6,173.0,0.0,0,0,2020,Atletico Goianiense
29,2021-01-17,18:15,Série A,Rodada da semana 30,dom,Visitante,D,1,3,Atlético Mineiro,1.5,2.4,40.0,,Marlon Freitas,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,13,3,176.0,0.0,0,0,2020,Atletico Goianiense
30,2021-01-20,17:00,Série A,Rodada da semana 31,qua,Visitante,V,3,1,Botafogo (RJ),1.8,1.9,51.0,,Marlon Freitas,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,14,5,164.0,0.0,0,0,2020,Atletico Goianiense
31,2021-01-24,18:15,Série A,Rodada da semana 32,dom,Em casa,V,2,0,Fortaleza,1.4,1.5,45.0,,Marlon Freitas,4-2-3-1,Rafael Traci,Relatório da Partida,6,2,206.0,0.0,1,1,2020,Atletico Goianiense
32,2021-01-31,16:00,Série A,Rodada da semana 33,dom,Em casa,V,2,1,São Paulo,1.2,2.1,41.0,,Marlon Freitas,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,11,3,187.0,0.0,0,0,2020,Atletico Goianiense
33,2021-02-03,19:15,Série A,Rodada da semana 34,qua,Visitante,D,0,2,Bragantino,0.6,3.2,49.0,,Marlon Freitas,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,8,1,300.0,0.0,0,0,2020,Atletico Goianiense
34,2021-02-06,21:00,Série A,Rodada da semana 35,sáb,Em casa,E,1,1,Santos,1.7,2.9,31.0,,Marlon Freitas,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,7,2,203.0,0.0,1,1,2020,Atletico Goianiense
35,2021-02-14,18:15,Série A,Rodada da semana 36,dom,Visitante,D,1,2,Ath Paranaense,1.1,0.5,41.0,,Marlon Freitas,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,11,4,169.0,1.0,0,0,2020,Atletico Goianiense
36,2021-02-22,18:00,Série A,Rodada da semana 37,seg,Visitante,E,1,1,Palmeiras,0.4,1.1,37.0,,Marlon Freitas,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,9,3,165.0,1.0,0,0,2020,Atletico Goianiense
37,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Em casa,V,3,1,Coritiba,1.8,0.9,56.0,,Gilvan,4-2-3-1,Edina Alves Batista,Relatório da Partida,18,6,188.0,1.0,0,0,2020,Atletico Goianiense
2,2020-08-12,20:30,Série A,Rodada da semana 2,qua,Em casa,V,1,0,Coritiba,2.3,0.9,46.0,,Ernando,4-1-2-1-2◆,Flavio Rodrigues De Souza,Relatório da Partida,11,4,235.0,1.0,1,1,2020,Bahia
3,2020-08-16,16:00,Série A,Rodada da semana 3,dom,Em casa,V,2,1,Bragantino,1.2,1.5,43.0,,Ernando,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,10,4,164.0,0.0,0,0,2020,Bahia
4,2020-08-20,20:00,Série A,Rodada da semana 4,qui,Visitante,E,1,1,São Paulo,1.8,2.2,32.0,,Ernando,4-2-3-1,Rodrigo Carvalhaes de Miranda,Relatório da Partida,7,3,192.0,0.0,0,1,2020,Bahia
5,2020-08-23,20:00,Série A,Rodada da semana 5,dom,Visitante,D,0,2,Ceará,0.8,2.0,61.0,,Ernando,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,16,7,182.0,0.0,0,0,2020,Bahia
6,2020-08-29,19:00,Série A,Rodada da semana 6,sáb,Em casa,E,1,1,Palmeiras,0.4,1.5,49.0,,Lucas Fonseca,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,9,1,259.0,2.0,0,0,2020,Bahia
7,2020-09-02,20:30,Série A,Rodada da semana 7,qua,Em casa,D,3,5,Flamengo,0.9,3.1,42.0,,Lucas Fonseca,4-2-3-1,Savio Pereira,Relatório da Partida,14,6,208.0,0.0,0,0,2020,Bahia
8,2020-09-06,16:00,Série A,Rodada da semana 8,dom,Visitante,E,2,2,Internacional,1.7,1.2,39.0,,Gilberto,4-1-2-1-2◆,Braulio da Silva Machado,Relatório da Partida,8,2,200.0,0.0,1,1,2020,Bahia
9,2020-09-10,19:15,Série A,Rodada da semana 9,qui,Em casa,D,0,2,Grêmio,1.2,2.0,50.0,,Gilberto,4-3-1-2,Jose Mendonca da Silva Junior,Relatório da Partida,17,6,194.0,1.0,0,0,2020,Bahia
10,2020-09-13,18:00,Série A,Rodada da semana 10,dom,Em casa,D,0,1,Atl Goianiense,0.4,0.9,53.0,,Gilberto,4-1-4-1,Vinicius Gomes do Amaral,Relatório da Partida,9,1,224.0,1.0,0,0,2020,Bahia
11,2020-09-16,21:30,Série A,Rodada da semana 11,qua,Visitante,D,2,3,Corinthians,2.6,1.7,66.0,,Gregore,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,25,6,188.0,0.0,0,0,2020,Bahia
12,2020-09-26,19:00,Série A,Rodada da semana 12,sáb,Visitante,D,0,1,Ath Paranaense,1.3,1.1,45.0,,Gregore,4-4-2,Ricardo Marques Ribeiro,Relatório da Partida,13,3,171.0,0.0,0,1,2020,Bahia
13,2020-09-30,21:30,Série A,Rodada da semana 1,qua,Visitante,V,2,1,Botafogo (RJ),1.9,1.8,39.0,,Gregore,4-4-2,Savio Pereira,Relatório da Partida,12,4,191.0,0.0,0,0,2020,Bahia
14,2020-10-04,18:15,Série A,Rodada da semana 13,dom,Em casa,D,1,2,Sport Recife,3.3,1.0,59.0,,Gregore,4-4-2,Rafael Traci,Relatório da Partida,24,11,177.0,1.0,0,0,2020,Bahia
15,2020-10-07,19:15,Série A,Rodada da semana 14,qua,Em casa,V,3,0,Vasco da Gama,1.8,0.3,47.0,,Gregore,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,13,6,200.0,0.0,0,0,2020,Bahia
16,2020-10-11,16:00,Série A,Rodada da semana 15,dom,Visitante,D,0,1,Fluminense,0.6,1.1,52.0,,Gregore,4-2-3-1,Jose Mendonca da Silva Junior,Relatório da Partida,12,1,220.0,1.0,0,0,2020,Bahia
17,2020-10-16,20:00,Série A,Rodada da semana 16,sex,Visitante,E,1,1,Goiás,1.3,1.2,51.0,,Gregore,4-2-3-1,Rodrigo Carvalhaes de Miranda,Relatório da Partida,13,3,179.0,1.0,0,0,2020,Bahia
18,2020-10-19,20:00,Série A,Rodada da semana 17,seg,Em casa,V,3,1,Atlético Mineiro,3.2,2.0,34.0,,Gregore,4-4-2,Anderson Daronco,Relatório da Partida,13,6,178.0,1.0,0,0,2020,Bahia
20,2020-11-01,18:15,Série A,Rodada da semana 19,dom,Visitante,D,1,3,Santos,2.0,1.1,45.0,,Gregore,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,21,6,215.0,1.0,0,0,2020,Bahia
22,2020-11-08,18:15,Série A,Rodada da semana 20,dom,Em casa,V,1,0,Botafogo (RJ),1.6,0.5,58.0,,Gregore,4-2-3-1,Jefferson Ferreira de Moraes,Relatório da Partida,19,4,229.0,1.0,1,1,2020,Bahia
23,2020-11-11,18:45,Série A,Rodada da semana 18,qua,Em casa,V,2,1,Fortaleza,1.9,1.4,33.0,,Lucas Fonseca,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,12,5,207.0,1.0,1,1,2020,Bahia
24,2020-11-16,18:00,Série A,Rodada da semana 21,seg,Visitante,V,2,1,Coritiba,0.8,2.3,47.0,,Gregore,4-2-3-1,Igor Junior Benevenuto,Relatório da Partida,15,5,188.0,0.0,0,0,2020,Bahia
25,2020-11-20,20:00,Série A,Rodada da semana 22,sex,Visitante,D,0,4,Bragantino,0.5,1.7,48.0,,Gregore,4-2-3-1,Anderson Daronco,Relatório da Partida,8,1,147.0,1.0,0,0,2020,Bahia
27,2020-11-28,19:00,Série A,Rodada da semana 23,sáb,Em casa,D,1,3,São Paulo,1.1,1.8,38.0,,Gregore,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,17,6,181.0,0.0,0,0,2020,Bahia
29,2020-12-05,19:00,Série A,Rodada da semana 24,sáb,Em casa,D,0,2,Ceará,1.0,1.4,53.0,,Gregore,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,9,2,190.0,1.0,0,0,2020,Bahia
31,2020-12-12,19:00,Série A,Rodada da semana 25,sáb,Visitante,D,0,3,Palmeiras,1.2,2.3,41.0,,Gregore,4-4-2,Rafael Traci,Relatório da Partida,18,7,220.0,2.0,0,0,2020,Bahia
33,2020-12-20,18:15,Série A,Rodada da semana 26,dom,Visitante,D,3,4,Flamengo,1.1,2.9,52.0,,Gregore,4-1-4-1,Flavio Rodrigues De Souza,Relatório da Partida,17,6,172.0,1.0,0,0,2020,Bahia
34,2020-12-27,16:00,Série A,Rodada da semana 27,dom,Em casa,D,1,2,Internacional,1.1,3.4,51.0,,Gregore,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,14,3,178.0,1.0,0,0,2020,Bahia
35,2021-01-06,19:15,Série A,Rodada da semana 28,qua,Visitante,D,1,2,Grêmio,1.3,0.6,52.0,,Gilberto,4-1-4-1,Ramon Abatti Abel,Relatório da Partida,17,5,205.0,0.0,0,0,2020,Bahia
36,2021-01-10,18:15,Série A,Rodada da semana 29,dom,Visitante,E,1,1,Atl Goianiense,1.7,0.9,57.0,,Gregore,4-1-4-1,Anderson Daronco,Relatório da Partida,16,4,167.0,2.0,0,0,2020,Bahia
37,2021-01-20,18:00,Série A,Rodada da semana 31,qua,Em casa,V,1,0,Ath Paranaense,1.6,0.6,42.0,,Gregore,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,11,4,162.0,1.0,0,0,2020,Bahia
38,2021-01-24,18:15,Série A,Rodada da semana 32,dom,Visitante,D,0,2,Sport Recife,0.9,1.4,42.0,,Gregore,4-2-3-1,Raphael Claus,Relatório da Partida,9,2,182.0,0.0,0,0,2020,Bahia
39,2021-01-28,19:00,Série A,Rodada da semana 30,qui,Em casa,V,2,1,Corinthians,1.7,1.4,41.0,,Gregore,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,8,7,156.0,0.0,0,0,2020,Bahia
40,2021-01-31,16:00,Série A,Rodada da semana 33,dom,Visitante,E,0,0,Vasco da Gama,0.5,0.8,51.0,,Gregore,4-2-3-1,Wilton Sampaio,Relatório da Partida,9,2,162.0,0.0,0,0,2020,Bahia
41,2021-02-03,21:30,Série A,Rodada da semana 34,qua,Em casa,D,0,1,Fluminense,0.4,2.1,54.0,,Gregore,4-1-4-1,Flavio Rodrigues De Souza,Relatório da Partida,12,6,247.0,1.0,0,0,2020,Bahia
42,2021-02-06,19:00,Série A,Rodada da semana 35,sáb,Em casa,E,3,3,Goiás,1.7,2.2,48.0,,Gregore,4-3-3,Rafael Traci,Relatório da Partida,9,7,152.0,1.0,0,0,2020,Bahia
43,2021-02-13,19:00,Série A,Rodada da semana 36,sáb,Visitante,E,1,1,Atlético Mineiro,1.6,1.4,29.0,,Gregore,5-3-2,Raphael Claus,Relatório da Partida,13,5,172.0,0.0,0,0,2020,Bahia
44,2021-02-20,21:00,Série A,Rodada da semana 37,sáb,Visitante,V,4,0,Fortaleza,3.0,1.2,39.0,,Gregore,4-3-3,Luiz Flávio de Oliveira,Relatório da Partida,10,5,186.0,0.0,1,2,2020,Bahia
45,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Em casa,V,2,0,Santos,2.7,1.0,49.0,,Gregore,3-4-3,Paulo Roberto Alves Júnior,Relatório da Partida,16,5,168.0,1.0,0,0,2020,Bahia
0,2020-08-08,21:00,Série A,Rodada da semana 1,sáb,Em casa,V,3,2,Ceará,1.7,2.3,41.0,,Willian Farias,4-2-3-1,Edina Alves Batista,Relatório da Partida,8,2,215.0,1.0,1,1,2020,Sport Recife
1,2020-08-13,20:00,Série A,Rodada da semana 2,qui,Visitante,D,0,2,Vasco da Gama,0.6,0.8,54.0,,Willian Farias,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,13,1,205.0,2.0,0,0,2020,Sport Recife
2,2020-08-16,19:00,Série A,Rodada da semana 3,dom,Visitante,E,1,1,Atl Goianiense,1.5,1.1,68.0,,Willian Farias,4-2-3-1,Grazianni Maciel Rocha,Relatório da Partida,15,4,183.0,1.0,0,0,2020,Sport Recife
3,2020-08-20,19:15,Série A,Rodada da semana 4,qui,Em casa,D,0,1,Santos,0.6,1.2,42.0,,Willian Farias,4-2-3-1,Jose Mendonca da Silva Junior,Relatório da Partida,11,5,162.0,0.0,0,0,2020,Sport Recife
4,2020-08-23,19:00,Série A,Rodada da semana 5,dom,Em casa,D,0,1,São Paulo,1.0,1.0,55.0,,Patric Cabral Lalau,4-2-3-1,Rodrigo D'Alonso Ferreira,Relatório da Partida,10,2,227.0,1.0,0,0,2020,Sport Recife
5,2020-08-30,16:00,Série A,Rodada da semana 6,dom,Visitante,D,0,1,Coritiba,0.9,1.4,42.0,,Patric Cabral Lalau,4-4-2,Raphael Claus,Relatório da Partida,6,1,232.0,0.0,0,0,2020,Sport Recife
6,2020-09-03,19:00,Série A,Rodada da semana 7,qui,Visitante,V,2,1,Grêmio,1.0,2.1,28.0,,Patric Cabral Lalau,4-2-3-1,Dyorgines José Padovani Andrade,Relatório da Partida,4,2,249.0,0.0,1,1,2020,Sport Recife
7,2020-09-06,20:30,Série A,Rodada da semana 8,dom,Em casa,V,2,1,Goiás,1.2,0.9,52.0,,Patric Cabral Lalau,4-2-3-1,Vinicius Gomes do Amaral,Relatório da Partida,17,6,183.0,0.0,0,0,2020,Sport Recife
8,2020-09-09,18:00,Série A,Rodada da semana 9,qua,Visitante,D,0,1,Fortaleza,0.4,1.3,48.0,,Patric Cabral Lalau,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,4,1,220.0,3.0,0,0,2020,Sport Recife
9,2020-09-13,19:45,Série A,Rodada da semana 10,dom,Visitante,E,2,2,Palmeiras,1.4,1.9,37.0,,Patric Cabral Lalau,4-2-3-1,Diego Pombo Lopez,Relatório da Partida,8,3,162.0,1.0,1,1,2020,Sport Recife
10,2020-09-20,20:30,Série A,Rodada da semana 11,dom,Em casa,V,1,0,Fluminense,1.3,1.9,27.0,,Patric Cabral Lalau,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,7,2,231.0,1.0,1,1,2020,Sport Recife
11,2020-09-23,21:30,Série A,Rodada da semana 12,qua,Em casa,V,1,0,Corinthians,1.1,0.9,47.0,,Patric Cabral Lalau,4-2-3-1,Wilton Sampaio,Relatório da Partida,8,1,255.0,0.0,1,1,2020,Sport Recife
12,2020-10-04,18:15,Série A,Rodada da semana 13,dom,Visitante,V,2,1,Bahia,1.0,3.3,41.0,,Patric Cabral Lalau,4-2-3-1,Rafael Traci,Relatório da Partida,4,1,157.0,0.0,1,1,2020,Sport Recife
13,2020-10-07,19:15,Série A,Rodada da semana 14,qua,Visitante,D,0,3,Flamengo,0.8,2.4,38.0,,Patric Cabral Lalau,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,14,1,182.0,0.0,0,0,2020,Sport Recife
